first_day_in_week,last_day_in_week,NERZ-M_main_symb_weekly_mean_diff,FRSX.TA_weekly_mean_diff_-0.36,MCTC.TA_weekly_mean_diff_0.36,ALD.TA_weekly_mean_diff_-0.37,CFX.TA_weekly_mean_diff_-0.38,AUDC.TA_weekly_mean_diff_0.41,IGLD.TA_weekly_mean_diff_-0.45,SEFA.TA_weekly_mean_diff_0.45,BCOM.TA_weekly_mean_diff_-0.59
2019-10-13,2019-10-19,-9.0,1.233332316080734,-16.666666666666647,-1.8333333333333333,2.866668701171875,67.66666666666667,-287.3333333333333,0.0,5.866668701171875
2019-10-20,2019-10-26,0.625,0.10000101725259943,-9.00000254313151,0.6000010172526041,7.066660563151061,-4.666666666666667,-188.66666666666666,-9.00000254313151,-5.200002034505208
2019-12-08,2019-12-14,-5.579998779296875,0.24000091552734376,7.599998474121094,-0.9199981689453182,-3.5599975585937615,30.0,-134.2,-0.40000152587889487,-2.87999267578125
2019-12-15,2019-12-21,-3.600006103515625,-0.34000091552734374,-2.1999969482421875,1.219998168945318,2.920001220703125,11.8,-29.6,-8.599998474121104,-12.3800048828125
2019-12-29,2020-01-04,-2.9199951171875,1.5600006103515625,-2.4000015258789062,-2.1399993896484433,-5.720001220703125,50.2,-51.2,3.799999237060547,-5.9800048828125
2020-01-05,2020-01-11,-3.860003662109364,1.4800003051757813,7.400001525878906,-0.6199981689453125,-3.25999755859375,-29.6,-103.6,3.399997711181629,-5.9
2020-01-12,2020-01-18,-6.279998779296887,-1.2,-3.800003051757824,-1.34000244140625,1.520001220703125,113.6,-5.2,-2.9999961853027117,-5.2800048828125
2020-01-19,2020-01-25,-0.8499984741210938,0.08000030517578124,6.600006103515625,-1.15999755859375,-4.360003662109375,66.8,15.4,-5.79999923706057,4.8800048828125
2020-01-26,2020-02-01,-15.150001525878904,1.4,-5.600006103515625,3.9199981689453125,6.9,-412.2,21.6,0.5999984741211051,-8.6199951171875
2020-06-21,2020-06-27,-3.6000004768371814,3.8799987792968778,0.1,-4.0800018310546875,-1.679998779296875,-188.0,-15.0,-2.0200012207031137,-21.24000244140625
2020-06-28,2020-07-04,-5.599999523162818,2.959999752044675,-13.480000305175816,2.560001277923578,2.0200025558471566,92.00006103515588,46.400018310546876,-13.780000686645518,9.560001373291016
2020-07-05,2020-07-11,0.2600006103515625,-1.4399985313415555,-4.400004577636674,1.0200005531311092,-1.2400037765502816,13.999938964844114,10.799981689453125,2.4000019073486327,-13.039994049072266
2020-07-12,2020-07-18,1.4199981689453125,-0.6600006103515597,1.9400024414062387,0.8599975585937557,-0.639996337890625,216.0,-44.8,-3.2200012207031192,0.94000244140625
2020-07-19,2020-07-25,9.900001525878906,-0.9399993896484403,-0.820001220703125,0.4800018310546818,1.520001220703125,600.0,-39.4,50.320001220703126,-15.3800048828125
2020-07-26,2020-08-01,,0.4249992370605504,36.95000457763669,1.200000762939446,-10.77500152587892,-627.5,-14.25,-15.599998474121094,0.774993896484375
