first_day_in_week,last_day_in_week,EDRL_main_symb_weekly_mean_diff,ENLT.TA_weekly_mean_diff_0.39,KRDI.TA_weekly_mean_diff_0.39,TEVA.TA_weekly_mean_diff_0.39,BRND.TA_weekly_mean_diff_0.4,DLEKG.TA_weekly_mean_diff_0.4,ATRY.TA_weekly_mean_diff_0.42,PLCR.TA_weekly_mean_diff_0.42,ILDC.TA_weekly_mean_diff_0.43,ZUR.TA_weekly_mean_diff_0.45,ADGR.TA_weekly_mean_diff_0.48
2020-01-26,2020-02-01,2.659999084472659,6.979998779296875,-0.8800018310546875,-11.2,2.520001220703125,-1572.0,-94.0,-5.580001831054676,11.2,-1.2,-0.05999755859375
2020-02-02,2020-02-08,0.0,-5.0,1.3400024414062444,128.4,1.0,60.0,20.0,-2.3,136.4,-12.8,12.2
2020-02-09,2020-02-15,-0.9,-2.1400024414062386,-2.7400024414062445,53.6,1.5199951171875,-288.0,-37.6,0.8800018310546818,52.4,17.8,-7.2199951171875
2020-02-16,2020-02-22,0.2600006103515625,1.1400024414062386,2.840002441406244,25.4,2.4800048828125,-142.0,19.8,-0.020001220703119316,2.6,10.0,3.95999755859375
2020-02-23,2020-02-29,-0.875,-1.6,-0.7999999999999943,-71.0,-2.259997558593773,-1732.0,-171.4,0.5600006103515625,-104.0,-36.0,-18.6
2020-03-01,2020-03-07,-3.325000762939453,-5.5,-2.5250015258789062,-106.25,-8.650001525878878,-1590.0,-143.25,-7.900001525878906,-97.0,-57.5,-15.25
2020-03-08,2020-03-14,-6.033332824707031,-36.07499694824219,-14.274999618530273,-202.75,-20.25,-5595.0,-482.5,-5.799999237060547,-436.75,-112.17500305175781,-50.75
2020-03-29,2020-04-04,0.6333338419596354,4.779998779296875,3.3,15.6,3.84000244140625,256.6,129.0,6.04000244140625,94.8,10.24000244140625,11.9
2020-04-05,2020-04-11,2.4333318074544272,10.700002034505209,3.1666666666666665,136.0,-8.033335367838541,1833.3333333333333,151.66666666666666,2.899993896484394,155.0,34.666666666666664,17.833323160807293
2020-04-12,2020-04-18,-1.7,-2.866668701171875,-2.8333333333333335,76.66666666666667,-11.799997965494791,63.333333333333336,-46.0,1.4000040690103788,-100.33333333333333,-20.633341471354168,-13.233327229817709
2020-04-19,2020-04-25,0.4333343505859375,0.560003662109375,1.8,-27.8,-6.079998779296875,-106.0,48.2,-1.3600036621093636,-63.6,3.14000244140625,2.64000244140625
2020-04-26,2020-05-02,0.4800003051757813,8.599995930989584,-2.600001017252604,99.33333333333333,24.599995930989582,-56.666666666666664,154.33333333333334,6.866668701171875,-80.0,53.933329264322914,24.733327229817707
2020-05-03,2020-05-09,3.4399993896484373,6.120001220703125,-1.8399993896484375,61.8,-7.779998779296875,-512.0,-23.6,-1.779998779296875,17.8,4.2800048828125,-3.35999755859375
2020-05-10,2020-05-16,1.1400009155273407,4.579998779296875,-1.3,-74.6,-2.54000244140625,-786.0,-187.6,-0.7,-77.8,-23.35999755859375,-15.1
2020-05-17,2020-05-23,1.0499992370605504,15.5,3.6199981689453127,91.0,0.460003662109375,28.0,44.6,6.079998779296875,17.8,22.4,1.779998779296875
2020-05-24,2020-05-30,-0.4,0.0,-1.0,30.25,-2.975006103515625,-37.5,11.25,-1.9749984741210938,-17.5,-19.425003051757812,7.32500457763669
2020-05-31,2020-06-06,1.0,-2.4199951171875,-1.179998779296875,15.2,-2.05999755859375,1.0,168.2,-0.379998779296875,11.2,-14.3800048828125,-12.240002441406228
2020-06-07,2020-06-13,-3.6600006103515614,-3.125,-2.0999984741210938,-106.75,-14.324996948242188,91.25,-16.75,-4.300003051757798,11.0,-11.649993896484375,-9.25
2020-06-14,2020-06-20,2.1000000000000028,8.5199951171875,-0.8,27.0,0.65999755859375,176.0,-5.2,10.920001220703114,-26.0,-18.1800048828125,-1.820001220703125
2020-06-21,2020-06-27,0.1,-4.0,2.35999755859375,38.2,4.45999755859375,-468.0,-9.8,-4.65999755859375,-13.2,-15.9,0.64000244140625
2020-06-28,2020-07-04,-4.233332316080734,-0.5800048828125,-0.4199981689453125,-65.2,-13.619998168945312,-122.4,50.6,-3.160003662109375,-58.0,3.2800048828125,4.379998779296875
2020-07-12,2020-07-18,1.2,4.6,-1.320001220703125,57.0,4.7800018310546815,52.0,135.2,-0.860003662109375,27.6,-0.44000244140627276,-0.920001220703125
2020-07-19,2020-07-25,-0.7000007629394531,5.9,-0.9600006103515625,-31.8,-4.1,148.2,-1.6,0.520001220703125,-28.6,8.279992675781273,-5.220001220703125
2020-07-26,2020-08-01,-0.21999969482421874,8.574996948242188,0.25,-52.25,0.875,-57.0,-81.25,4.349998474121094,-10.5,-1.574996948242159,2.9000015258789062
2020-08-02,2020-08-08,-0.28000030517578123,12.380003356933594,3.4600006103515626,74.6,2.7600006103515566,-154.4,-67.6,6.279998779296875,68.6,6.999999999999977,11.820001220703125
2020-08-09,2020-08-15,-0.1399993896484375,-5.540000915527344,-0.6,-52.8,5.539999389648443,42.6,62.4,-4.7,0.2,14.02000732421875,4.259997558593762
2020-08-16,2020-08-22,0.7,0.2,0.879998779296875,-116.2,1.6399993896484375,68.0,23.2,-0.8199951171875,-10.4,11.25999755859375,-3.3399963378906365
2020-08-23,2020-08-29,-0.7199996948242188,6.4,0.9600006103515625,-30.2,1.2200012207031137,77.0,30.8,2.3,30.0,11.5,9.75999755859375
2020-08-30,2020-09-05,0.7,-12.0800048828125,0.4800018310546875,-10.8,3.7799987792968865,-83.0,-76.2,-0.3800048828125,-66.0,-20.55999755859375,-3.079998779296875
2020-09-06,2020-09-12,,-0.7199951171875,1.45999755859375,-29.4,0.420001220703125,-145.8,-66.6,-4.379998779296875,2.6,-11.62000732421875,-9.44000244140624
