first_day_in_week,last_day_in_week,PRGO_main_symb_weekly_mean_diff,ENRG.TA_weekly_mean_diff_-0.4_INT_BCNV.TA_weekly_mean_diff_-0.4_corr_0.9,ICCM.TA_weekly_mean_diff_-0.37_INT_JBNK.TA_weekly_mean_diff_-0.44_corr_0.9,PZOL.TA_weekly_mean_diff_-0.39_INT_PLCR.TA_weekly_mean_diff_-0.38_corr_0.89,CAMT.TA_weekly_mean_diff_-0.41_INT_PRGO.TA_weekly_mean_diff_-0.43_corr_0.94,ENRG.TA_weekly_mean_diff_-0.4_INT_CAMT.TA_weekly_mean_diff_-0.41_corr_0.93,PRGO.TA_weekly_mean_diff_-0.43_INT_JBNK.TA_weekly_mean_diff_-0.44_corr_0.92
2019-08-11,2019-08-17,150.0,6180.844262695313,-2.6371117851790102,484.7201782226563,-1346.3999999999999,397.1882739257813,153.35991210937502
2019-08-18,2019-08-24,-64.0,8569.440966796874,-0.9457778454106259,-109.8000183105467,7410.0,1069.0161206054686,443.9996337890625
2019-08-25,2019-08-31,4.0,0.0,-3.6040347692370416,1330.079602050785,-320.0,0.0,481.2796875
2019-09-01,2019-09-07,606.0,325.080419921875,2.194609494432807,818.8,0.0,0.0,12.560009765625
2019-09-08,2019-09-14,-70.0,7002.121728515624,-0.03394805908203125,-220.8,30421.2,-992.9562451171874,-60.6
2019-09-15,2019-09-21,-80.0,2782.688980102539,-1.3452742536901496,2436.5625,-490.0,80.32504272460938,-250.24978637695312
2019-09-22,2019-09-28,-550.0,12354.79345703125,-0.079998779296875,-140.12003784179652,-1408.0,162.2719140625,-320.0
2019-09-29,2019-10-05,130.0,3638.2557678222656,3.612501621246338,71.25034332275284,70675.0,494.7257843017578,2337.5
2019-10-06,2019-10-12,283.3333333333333,12017.78835720486,-0.872222900390625,-349.99974568684974,10053.333333333332,1072.3564995659722,680.3338623046875
2019-10-13,2019-10-19,-86.66666666666669,-1271.7830403645833,0.0,2346.666124131942,377.7777777777777,-2.6222330729166665,793.3298746744791
2019-10-20,2019-10-26,-34.0,-1966.6646321614583,0.006665022112429142,2322.0017496744795,-5026.666666666667,456.2661946614583,2.88818359375
2019-10-27,2019-11-02,-198.0,-1432.4408447265625,3.792001953125,-230.3994140625,-285.6,34.776020507812504,161.1600830078125
2019-11-03,2019-11-09,-218.0,-783.3592529296944,1.2283984466548987,321.44060058593567,9385.199999999999,-121.34388427734481,-328.6795166015625
2019-11-10,2019-11-16,28.0,2931.9584472656325,-0.008799670413136796,761.8397827148458,-2790.4,-118.01593750000029,47.958935546875004
2019-11-17,2019-11-23,154.0,352.0,0.129200772093609,-20.0,-554.4,-174.24,-9.520068359375001
2019-11-24,2019-11-30,18.0,91.19999999999999,2.472001953125,-682.6402587890625,6960.8,343.52,-951.7207519531249
2019-12-01,2019-12-07,262.0,2112.2028808593614,2.8043984771706167,78.88004150390663,-561.6,111.69615234374928,132.840087890625
2019-12-08,2019-12-14,-46.0,2812.6000000000004,-1.36,253.4414062499869,6812.0,127.4,890.8
2019-12-15,2019-12-21,-74.0,-46.8,0.060401284787803884,216.0000000000005,-533.6,-6.96,-138.919775390625
2019-12-22,2019-12-28,-176.0,-3829.361474609368,13.053609045408665,-83.19992065429761,-458.8,78.61603027343736,-435.120361328125
2019-12-29,2020-01-04,-78.0,-1664.0,-8.198405969236045,555.1199340820325,-387.20000000000005,22.880000000000003,858.880859375
2020-01-05,2020-01-11,656.0,199.20000000000002,-4.6283930908143525,501.75952148437943,-1996.8000000000002,424.96000000000004,-622.440380859375
2020-01-12,2020-01-18,4.0,-814.0,1.5339984130859374,198.6404663085894,45395.200000000004,761.2,852.8000000000001
2020-01-19,2020-01-25,-108.0,25.2,0.5503992248512805,-120.80004882812455,285.6,-99.96000000000001,3.439990234375
2020-01-26,2020-02-01,44.0,-448.0,0.9099999999999999,4932.721618652334,11599.2,-150.35999999999999,75.6
2020-02-02,2020-02-08,-20.0,-408.0,-1.7244016052223743,-441.59999999999997,193.60000000000002,-8.8,-421.519677734375
2020-02-09,2020-02-15,20.0,-1113.6000000000001,-2.55999755859375,-471.68098144530944,564.0,-180.48000000000002,-51.199951171875
2020-02-16,2020-02-22,-520.0,1330.0,0.06880186768248188,-10.200622558590851,212.0,40.279999999999994,-34.400146484375
2020-02-23,2020-02-29,385.0,4342.0,8.40000000000002,-511.8405578613281,59384.0,1484.6000000000001,3640.0
2020-03-01,2020-03-07,-807.5,5143.125,3.131246566772461,4364.750843048096,-8951.25,226.6875,-3214.7464752197266
2020-03-08,2020-03-14,266.0,84645.0,130.06501108169323,10077.4986743927,57332.5,4047.0,26930.129928588867
2020-03-15,2020-03-21,-58.0,-705.6,27.21440072021447,1727.2,-26493.6,-1952.16,-4958.240649414062
2020-03-22,2020-03-28,-332.0,-410.0,9.767994918823241,6080.0,-6148.0,-106.0,-643.8
2020-03-29,2020-04-04,590.0,-43.2,20.448017578125,1812.000732421875,2390.4,2.8800000000000003,-3771.5232421875
2020-04-05,2020-04-11,343.3333333333333,47173.33333333333,16.519990912535103,2938.6604817708526,68243.33333333334,4472.444444444444,4641.328531901041
2020-04-12,2020-04-18,-20.0,-14762.22222222222,-9.68999356587623,-1521.3377549912784,-8926.666666666666,-632.6666666666666,1750.99860297309
2020-04-19,2020-04-25,243.33333333333331,-961.2,39.38081407470629,-141.44038085937382,-320.0,-284.8,-241.60009765625
2020-04-26,2020-05-02,-44.0,18777.77777777778,-1.0777791341145833,3822.445576985677,22143.333333333336,3033.3333333333335,-786.7787679036459
2020-05-03,2020-05-09,-48.0,4032.0,-0.13999999999999999,-1256.6791381835938,-1302.4,-213.12,-30.799999999999997
2020-05-10,2020-05-16,218.0,-1651.2,8.613999099731446,686.0,-393.59999999999997,26.24,283.20000000000005
2020-05-17,2020-05-23,-45.0,-2956.8,8.029999160766602,1605.119677734375,28906.8,4084.08,1199.0
2020-05-24,2020-05-30,16.0,-106.25,2.9837475395179354,745.5619239807129,843.75,46.875,244.12513732910156
2020-05-31,2020-06-06,-290.0,699.1999999999999,-0.654003128055483,-90.43970947265625,336.0,193.2,34.880078125
2020-06-07,2020-06-13,142.0,-5893.75,-1.5074954795854985,1236.250877380367,30305.0,-2142.25,-1942.9991149902344
2020-06-14,2020-06-20,-44.0,721.6,2.444400613401077,1659.8401855468733,4032.7999999999997,-124.96000000000001,-826.439306640625
2020-06-21,2020-06-27,-3659.6,4822.400000000001,-0.5183959899935886,2162.2388671874996,1012.0,404.8,-47.519677734374994
2020-06-28,2020-07-04,3735.6,1229874.0501564217,1751.5020688007312,333617.83715323446,3048585.863794861,224633.69480944774,554183.4658309554
2020-07-05,2020-07-11,222.0,1093627.9061774635,1533.0361192973141,300015.8146809864,3261320.751773987,229134.06120928907,507416.9984430313
2020-07-12,2020-07-18,-148.0,4638.400000000001,-0.395999755859375,-688.0029296875,5683.200000000001,266.24,879.1194580078125
2020-07-19,2020-07-25,-40.0,516.0,1.337607153318825,-23.92005615234375,-16516.8,223.2,-130.24072265625
2020-07-26,2020-08-01,,-3562.5,0.8525004959083272,-2860.123996734619,-230.0,163.875,124.000244140625
