first_day_in_week,last_day_in_week,LUDN_main_symb_weekly_mean_diff,NSTR.TA_weekly_mean_diff_0.46_INT_ADGR.TA_weekly_mean_diff_0.37_corr_0.81,OPAL.TA_weekly_mean_diff_0.39_INT_MNRV.TA_weekly_mean_diff_0.38_corr_0.78,ZUR.TA_weekly_mean_diff_0.4_INT_ASHG.TA_weekly_mean_diff_0.41_corr_0.78
2019-09-01,2019-09-07,-1.54000244140625,0.24800048828125001,617.999267578125,8.959999999999999
2019-09-08,2019-09-14,5.100006103515625,-58.760000000000005,-133.12018554657513,-170.52
2019-09-15,2019-09-21,-7.95999755859375,21.143901824951172,-32.000244141091386,-16.375
2019-09-22,2019-09-28,-6.95001220703125,60.71999999999999,-158.40087890625,-36.0
2019-09-29,2019-10-05,-4.933329264322917,445.5003356933594,-448.5026397742331,-78.0
2019-10-06,2019-10-12,-3.0666707356770835,249.35548909505206,-77.00136312180096,122.11111111111113
2019-10-13,2019-10-19,0.5333251953125,877.7777777777778,166.66666666666669,2180.0
2019-10-20,2019-10-26,5.02000732421875,-207.77791341145834,1013.3355034722222,233.33333333333334
2019-10-27,2019-11-02,7.34000244140625,-64.7999267578125,-701.5198437496997,72.8
2019-11-03,2019-11-09,-5.92000732421875,-105.36410400390623,72.0001220703125,280.8
2019-11-10,2019-11-16,4.74000244140625,49.536083984375,-253.9201123043908,-56.16
2019-11-17,2019-11-23,-11.25999755859375,1329.4114599609375,670.7996826171875,-67.08
2019-11-24,2019-11-30,-2.74000244140625,52.7679833984375,-68.63990722596645,744.12
2019-12-01,2019-12-07,5.84000244140625,26.831987304687498,-253.08002196997492,21.279999999999998
2019-12-08,2019-12-14,-0.82000732421875,153.65217529296876,-109.08022949099308,2384.6400000000003
2019-12-15,2019-12-21,1.9800048828125,78.1200439453125,1770.1980590820312,45.2
2019-12-22,2019-12-28,-4.1199951171875,13.9880126953125,-614.0808642581082,2.72
2019-12-29,2020-01-04,0.0,2.3759912109375,3449.6011962890557,8.88
2020-01-05,2020-01-11,2.2,-39.984082031250004,-1457.99560546875,-644.4799999999999
2020-01-12,2020-01-18,1.37999267578125,-28.2948486328125,-251.9199658185227,-151.20000000000002
2020-01-19,2020-01-25,-0.6,-44.160449218749996,25.439553223551872,-103.60000000000001
2020-01-26,2020-02-01,-5.95999755859375,6.503735351562501,-581.4002075195312,113.75999999999999
2020-02-02,2020-02-08,1.5,1908.08,1433.8016357421798,693.7600000000001
2020-02-09,2020-02-15,0.6,-789.8674658203125,1415.2014160156184,1078.68
2020-02-16,2020-02-22,-3.1199951171875,137.01591552734376,5067.956223145127,1124.0
2020-02-23,2020-02-29,-5.350006103515625,4988.52,1556.79931640625,4608.0
2020-03-01,2020-03-07,-26.375,2859.375,34053.1120300293,4600.0
2020-03-08,2020-03-14,-23.24000244140625,38405.0625,112392.51861572263,50198.31386566162
2020-03-15,2020-03-21,2.1,6049.8362951660165,19765.11317871139,526.7999267578125
2020-03-22,2020-03-28,4.74000244140625,238.38021240234374,21437.758518066257,2560.1995849609375
2020-03-29,2020-04-04,4.0,706.86,1493.2810473628372,661.5041577148437
2020-04-05,2020-04-11,9.03333536783854,3632.053483751085,3324.4533962673336,4344.888888888889
2020-04-12,2020-04-18,2.4,1049.8439602322048,-172.44833712982236,-48.14446343315973
2020-04-19,2020-04-25,2.5999959309895835,-161.56814941406253,760.2816772460885,288.2522241210938
2020-04-26,2020-05-02,-0.8,4682.843288845486,1273.9987182617188,5806.821784125434
2020-05-03,2020-05-09,-4.320001220703114,453.59967041015625,-1054.4797607421874,-229.40826171875003
2020-05-10,2020-05-16,-0.019995117187511367,2056.62,5002.5568359375,1420.2878515625
2020-05-17,2020-05-23,8.324996948242188,4.2719970703125,-116.0,1272.32
2020-05-24,2020-05-30,1.14000244140625,629.9503936767553,973.125,1184.9251861572266
2020-05-31,2020-06-06,-2.8500061035156112,1735.6323461914033,-84.63955078125001,1826.2606201171875
2020-06-07,2020-06-13,-0.6599975585937614,943.5,13.249969482421875,-1074.7119369506836
2020-06-14,2020-06-20,-3.35999755859375,63.33604248046875,319.9198486328125,-178.16404785156251
2020-06-21,2020-06-27,0.10000076293945312,-12.5440478515625,133.76004638671853,2140.14
2020-06-28,2020-07-04,-0.960004425048828,-311.85589843746396,-204.99950904843863,122.67217387373672
2020-07-05,2020-07-11,-0.25999755859375,410.8798045349296,252.79958129900132,607.2115750580584
2020-07-12,2020-07-18,1.979998779296875,-15.4560205078125,592.3593872070342,-26.22414550781386
2020-07-19,2020-07-25,-0.7249984741210938,227.59205322265626,-301.84009399413975,245.0877832031257
2020-07-26,2020-08-01,,-197.92510414123535,-682.5016021728466,29.924942016601022
