first_day_in_week,last_day_in_week,CHR_main_symb_weekly_mean_diff,OPK.TA_weekly_mean_diff_0.38,SEFA.TA_weekly_mean_diff_0.38,APLP.TA_weekly_mean_diff_0.52,HAIN.TA_weekly_mean_diff_0.57
2020-02-09,2020-02-15,-0.8800018310546818,-2.0,-1.0,-0.879998779296875,5.4
2020-02-16,2020-02-22,2.9600006103515564,-1.1800048828125,-4.200000762939442,1.279998779296875,4.84000244140625
2020-02-23,2020-02-29,-7.3250007629394505,-9.859997558593738,1.8000030517577899,-2.7,-4.94000244140625
2020-03-01,2020-03-07,-2.774999618530277,14.449996948242173,1.749997138977065,-1.75,-6.224998474121094
2020-03-08,2020-03-14,-5.959999084472656,0.45001220703125,-5.0,-5.975000381469727,-14.650001525878906
2020-03-15,2020-03-21,2.2399993896484376,3.75999755859375,-3.3999977111816464,0.6199996948242216,-12.779998779296875
2020-03-22,2020-03-28,3.480000305175781,-15.1,1.1999969482421988,-0.5399993896484403,0.020001220703125
2020-03-29,2020-04-04,2.3666661580403647,-14.74000244140625,-2.3999977111816406,0.3,-3.060003662109375
2020-04-05,2020-04-11,0.3999989827474006,12.666666666666666,-3.666667938232431,4.300000508626302,2.0333353678385415
2020-04-12,2020-04-18,-1.9799987792968807,43.333333333333336,0.9999974568684991,-0.16666666666666666,-3.2999979654947915
2020-04-19,2020-04-25,4.099998474121098,34.25999755859375,-1.0000000000000058,-0.6199996948242216,0.820001220703125
2020-04-26,2020-05-02,0.4199996948242216,4.900004069010417,53.16599782307943,3.233332316080734,0.23332722981770834
2020-05-03,2020-05-09,-0.9599990844726592,-2.0,0.6,4.220001220703125,-2.15999755859375
2020-05-10,2020-05-16,-0.9199996948242216,17.6,-1.1395996093749887,-2.198800659179682,-0.920001220703125
2020-05-17,2020-05-23,2.4749984741211013,17.55999755859375,2.5200012207031137,-0.5904006958007869,1.7
2020-05-24,2020-05-30,2.4399993896484347,-44.149993896484375,-6.424995422363281,0.3365001678466797,1.6999969482421875
2020-05-31,2020-06-06,-2.0749969482421875,1.94000244140625,2.6199951171875115,11.979998779296881,-2.8799987792968635
2020-06-07,2020-06-13,0.479998779296875,27.599990844726562,-10.699996948242202,-10.049999237060554,0.8000030517577983
2020-06-14,2020-06-20,1.2,2.4,-9.6,2.3800018310546873,-0.9000000000000113
2020-06-21,2020-06-27,5.320000553131108,1.9,-2.0200012207031137,-3.3800018310546873,-0.9
2020-06-28,2020-07-04,3.640000057220453,58.43999786376958,-13.780000686645518,1.0600008964538574,1.0199996948242187
2020-07-05,2020-07-11,-0.5800018310546875,42.00000457763667,2.4000019073486327,-0.9000002861022949,-0.11999969482421875
2020-07-12,2020-07-18,2.120001220703125,-1.6,-3.2200012207031192,1.2,3.3399963378906365
2020-07-19,2020-07-25,27.30000305175781,96.0,50.320001220703126,30.0,56.22000732421875
2020-07-26,2020-08-01,,8.25,-15.599998474121094,77.5,3.25
