first_day_in_week,last_day_in_week,MDGS_main_symb_weekly_mean_diff,HLMS.TA_weekly_mean_diff_0.36,ELCRE.TA_weekly_mean_diff_0.37,MDGS.TA_weekly_mean_diff_0.37,LDER.TA_weekly_mean_diff_0.39,SCOP.TA_weekly_mean_diff_0.39,ALGS.TA_weekly_mean_diff_0.4,MMAN.TA_weekly_mean_diff_0.4,CLBV.TA_weekly_mean_diff_0.41,KEN.TA_weekly_mean_diff_0.41,HAP.TA_weekly_mean_diff_0.44,KRUR.TA_weekly_mean_diff_0.44,PTX.TA_weekly_mean_diff_0.7
2019-07-28,2019-08-03,-0.4400001525878906,2.420001220703125,6.0,-0.37999954223632815,0.4200004577636719,-4.2,7.8,-1.32000732421875,0.0,46.6,-318.0,21.8,0.01999969482422017
2019-08-04,2019-08-10,-0.6,0.24000244140625,-0.4,-0.4400001525878906,-1.1400001525878907,-111.8,-14.8,0.34000244140625,-14.4,-5.4,-102.0,-31.6,-1.0199996948242194
2019-08-11,2019-08-17,-0.24000015258789065,-3.7,19.4,-0.6,-0.5599998474121094,-116.2,-41.6,-2.94000244140625,-15.6,-16.8,-258.0,-14.0,-0.2
2019-08-18,2019-08-24,-0.07999954223632813,0.25999755859375,49.0,-0.24000015258789062,1.1400001525878891,18.6,-17.0,-2.05999755859375,26.8,23.2,118.0,22.2,0.3599998474121094
2019-08-25,2019-08-31,0.3599998474121094,2.64000244140625,-18.0,-0.07999954223632813,0.41999969482422017,89.2,15.0,-0.5199951171875,-0.6,15.2,26.0,-5.8,-0.1799999237060547
2019-09-01,2019-09-07,-0.15999984741210938,-3.320001220703125,5.2,0.3599998474121094,0.25999984741210935,-40.2,-36.4,-0.0800048828125,-2.2,-43.2,36.0,-6.2,0.059999847412109376
2019-09-08,2019-09-14,-0.8500003814697266,1.820001220703125,-3.0,-0.15999984741210938,-0.04000015258789062,110.2,20.2,1.8800048828125,-21.0,-39.4,-326.0,10.6,-0.039999771118164065
2019-09-15,2019-09-21,-0.0599998474121108,-0.1750030517578125,-4.5,-0.8500003814697266,-0.6749992370605487,-22.75,-19.75,-0.600006103515625,27.5,19.25,-165.0,4.5,-0.5750002861022949
2019-09-22,2019-09-28,-0.800000190734858,-2.479998779296875,7.2,-0.0599998474121108,0.7,-14.0,-31.4,-4.8,11.0,-44.8,-66.0,7.4,-0.07999992370605469
2019-09-29,2019-10-05,0.2999998728434233,0.1999969482421875,35.0,-0.800000190734858,0.0,-92.5,-24.5,0.0,-20.0,12.0,-195.0,-64.0,-0.19999980926513672
2019-10-06,2019-10-12,0.06666692097981652,5.700002034505208,40.333333333333336,0.2999998728434233,1.266666412353518,67.66666666666667,-25.666666666666668,-1.5,-12.333333333333334,116.66666666666667,410.0,49.333333333333336,0.2999998728434245
2019-10-13,2019-10-19,0.8333333333333321,2.733327229817727,17.333333333333332,0.06666692097981652,1.0999997456868489,203.33333333333334,-27.333333333333332,1.9333292643229167,16.0,120.0,113.33333333333333,35.0,0.09999974568684895
2019-10-20,2019-10-26,-0.259999847412108,1.2333374023437311,5.333333333333333,0.8333333333333321,0.09999974568684895,-81.33333333333333,0.0,9.23333740234375,-32.333333333333336,18.333333333333332,-40.0,31.333333333333332,-0.2666664123535156
2019-10-27,2019-11-02,-0.08000030517578123,1.2,27.4,-0.25999984741210797,0.28000030517578123,13.2,-9.2,3.0,-10.8,1.0,-28.0,6.0,0.07999992370605469
2019-11-03,2019-11-09,0.0599998474121108,6.259997558593762,-13.4,-0.08000030517578124,-1.2,-41.0,57.2,2.05999755859375,-18.0,-38.0,-190.0,-27.4,1.0
2019-11-10,2019-11-16,-0.2599998474121108,-2.659997558593761,-33.2,0.0599998474121108,0.6599998474121094,6.2,-6.8,-4.14000244140625,16.6,24.0,-226.0,-31.6,-0.3
2019-11-17,2019-11-23,0.1,-0.6400024414062386,-4.0,-0.2599998474121108,0.6800003051757798,40.0,-25.2,10.42000732421875,-1.4,-29.8,-134.0,85.8,-0.03999977111816477
2019-11-24,2019-11-30,-0.14000015258788992,7.620001220703114,7.0,0.1,0.3,-79.0,1.8,-4.3,-24.4,-50.2,-60.0,-47.2,-0.14000015258788992
2019-12-01,2019-12-07,-0.41999969482422017,-1.65999755859375,-42.4,-0.14000015258788992,-0.28000030517577984,7.4,-18.0,-0.6800048828125,-15.8,-32.2,-40.0,-9.0,-0.3
2019-12-08,2019-12-14,0.8999999999999992,1.0,-0.6,-0.41999969482422017,0.5199996948242187,-14.6,10.0,-1.1,12.2,31.0,386.0,35.4,-0.3
2019-12-15,2019-12-21,-0.3400001525878892,-1.220001220703125,-2.0,0.8999999999999992,-0.01999969482421875,-33.4,28.0,-0.14000244140625,-8.2,41.0,-338.0,-24.8,0.12000007629394531
2019-12-22,2019-12-28,0.1,-1.3,21.0,-0.3400001525878892,-0.14000015258789061,1.0,-37.0,2.94000244140625,1.8,-19.6,-150.0,0.8,-0.04000015258789062
2019-12-29,2020-01-04,-0.17999992370605394,-4.55999755859375,-22.4,0.1,0.8799995422363281,11.6,70.8,-1.65999755859375,12.2,29.6,154.0,11.4,0.04000015258789062
2020-01-05,2020-01-11,0.07999992370605398,3.35999755859375,0.2,-0.17999992370605397,0.3400009155273409,-4.0,-23.8,-0.3800048828125,-12.0,-25.8,-242.0,-13.4,-0.12000007629394531
2020-01-12,2020-01-18,-0.2200000762939453,2.2599975585937613,-14.2,0.07999992370605398,-0.5199996948242159,-18.4,-13.0,3.44000244140625,15.4,46.0,66.0,-12.2,0.2799999237060547
2020-01-19,2020-01-25,-0.2399997711181648,1.0400024414062385,-6.8,-0.2200000762939453,0.4399993896484375,-7.2,-34.8,-0.87999267578125,-19.4,-10.0,-42.0,-9.0,0.12000007629394531
2020-01-26,2020-02-01,-0.8400001525878901,-1.65999755859375,16.4,-0.23999977111816478,0.019999694824221592,16.0,-18.4,-4.04000244140625,18.2,-83.6,170.0,-7.2,0.1799999237060547
2020-02-02,2020-02-08,0.2799999237060547,3.75999755859375,57.6,-0.84000015258789,-0.3199996948242216,1.4,-31.6,-5.34000244140625,4.6,-86.2,-36.0,88.4,0.0
2020-02-09,2020-02-15,-0.07999992370605469,0.94000244140625,8.2,0.2799999237060547,0.5199996948242216,-34.4,-7.8,4.1800048828125,-38.4,-64.0,-152.0,-79.8,0.2799999237060554
2020-02-16,2020-02-22,-0.3400001525878899,-0.48000488281248865,19.6,-0.07999992370605469,0.919999694824216,53.2,-5.4,0.9,-16.0,8.2,-108.0,-48.8,0.0
2020-02-23,2020-02-29,-0.4499998092651376,-11.6,-46.2,-0.3400001525878899,-0.11999969482421875,-77.8,-29.0,-9.4800048828125,-35.0,-132.4,-318.0,-90.4,-0.3599998474121101
2020-03-01,2020-03-07,-0.8499999046325684,-8.574996948242202,-53.5,-0.4499998092651376,-2.5249996185302734,-114.75,-30.25,-14.725006103515625,-23.5,-52.0,-162.5,-20.0,-0.4250001907348633
2020-03-08,2020-03-14,-0.5,-32.84999847412111,-130.5,-0.8499999046325684,-3.8000001907348633,-377.75,-111.0,-46.44999694824219,-183.5,-283.75,-437.25,-280.25,-1.5999999046325684
2020-03-15,2020-03-21,0.1799999237060547,-8.480001831054675,-50.0,-0.5,-0.4400001525878906,-206.6,-30.9199951171875,-10.479998779296864,18.4,39.6,131.0,-20.4,-0.4
2020-03-22,2020-03-28,0.4799999237060547,10.219998168945313,44.4,0.1799999237060547,-0.31999969482421875,88.4,12.9199951171875,24.540002441406237,16.4,214.4,624.8,269.8,-0.13999996185302735
2020-03-29,2020-04-04,0.8666667938232422,9.7,51.2,0.4799999237060547,0.41999969482421873,150.2,90.2,-1.520001220703125,-24.0,-109.0,44.0,-75.0,0.33999996185302733
2020-04-05,2020-04-11,0.5666669209798165,-3.4666646321614585,68.0,0.8666667938232422,1.5333340962727864,62.666666666666664,19.333333333333332,3.0333353678385415,67.33333333333333,184.33333333333334,-30.0,232.66666666666666,0.16666666666666666
2020-04-12,2020-04-18,-0.16000022888183524,-4.833333333333333,-60.666666666666664,0.5666669209798165,0.1999994913736979,-84.66666666666667,50.333333333333336,2.733327229817727,45.0,-31.666666666666668,13.333333333333334,-250.66666666666666,-0.4333330790201823
2020-04-19,2020-04-25,4.666667302449544,-0.020001220703125,8.2,-0.16000022888183524,0.7200004577636705,150.4,-11.0,9.340002441406238,76.8,43.8,514.0,305.0,18.779999923706054
2020-04-26,2020-05-02,4.399999999999999,15.800008138020834,94.66666666666667,4.666667302449544,2.366666158040367,135.66666666666666,172.33333333333334,29.0,56.0,422.0,463.3333333333333,141.0,1.6666666666666667
2020-05-03,2020-05-09,-0.8600006103515611,-2.820001220703125,-40.6,4.399999999999999,-0.7599998474121094,-17.0,-40.6,-1.1199951171875,-9.4,36.8,-492.0,-174.0,1.0800003051757812
2020-05-10,2020-05-16,-0.9,-3.620001220703125,-17.2,-0.8600006103515611,-0.7400001525878906,-189.6,-4.4,-4.5,-45.0,-52.8,-366.0,-110.2,1.1399993896484375
2020-05-17,2020-05-23,-1.9249992370605469,1.3,12.4,-0.9,0.3,116.8,-46.4,3.0199951171875,8.6,100.4,-98.0,100.2,-5.289959716796875
2020-05-24,2020-05-30,-1.1800003051757812,-8.224998474121108,-45.5,-1.9249992370605469,-1.5249996185302752,-155.0,-36.0,-3.0,-21.25,-76.75,-5.0,-41.25,-2.597475051879883
2020-05-31,2020-06-06,-0.7749996185302734,2.7200012207031365,4.6,-1.1800003051757812,0.37999954223632953,-2.8,21.0,-0.6400024414062273,-7.8,93.0,34.0,23.0,-4.152059936523438
2020-06-07,2020-06-13,-0.2600006103515639,-0.8250045776367188,6.75,-0.7749996185302734,-0.125,-28.5,-18.25,14.350006103515597,-4.75,-123.0,-40.0,-37.5,0.350000381469723
2020-06-14,2020-06-20,-0.3199996948242173,-2.120001220703125,1.2,-0.2600006103515639,0.059999847412109376,-4.0,-19.8,-1.62000732421875,37.6,65.4,-36.0,9.6,-0.9400001525878878
2020-06-21,2020-06-27,0.020000290870665797,-0.13999633789063637,-15.6,-0.3199996948242173,-0.2,-108.8,-17.8,-0.7,-14.2,-110.4,-24.0,-11.6,0.15999984741210938
2020-06-28,2020-07-04,-0.4600004434585557,-1.300002098083496,15.599984741210937,0.020000290870665793,0.18000001907348775,49.60001525878888,33.19999237060547,-3.7399967193603745,-36.199972534179686,68.40003051757813,-64.00006103515588,115.00003051757812,0.04000015258789062
2020-07-05,2020-07-11,-0.4599998474121101,-5.57999973297118,-39.399984741210936,-0.46000044345855573,-0.18000001907348775,-81.80001525878887,-38.99999237060547,-2.3799983978271255,19.599972534179688,-218.00003051757812,-93.99993896484412,110.99996948242188,0.3
2020-07-12,2020-07-18,0.1,2.939999389648449,-0.4,-0.4599998474121101,0.3400001525878906,-3.0,-9.8,1.5,30.2,174.2,-22.0,-16.0,-0.8599998474121108
2020-07-19,2020-07-25,-0.25,0.2799987792968636,-8.0,0.1,2.3200004577636704,21.2,32.6,0.3,-16.0,-22.4,6.0,-6.0,-0.22000045776367044
2020-07-26,2020-08-01,,-0.7999954223632955,0.25,-0.25,-0.4750003814697248,-30.0,-14.25,5.600006103515625,26.75,-3.5,330.0,60.0,0.40000057220458807
