first_day_in_week,last_day_in_week,GLTC_main_symb_weekly_mean_diff,GLTC.TA_weekly_mean_diff_-0.39,HAIN.TA_weekly_mean_diff_0.42
2019-10-27,2019-11-02,2.2400001525878905,-1.0800003051757812,-1.7800048828125
2019-11-03,2019-11-09,-0.3599998474121094,2.2400001525878905,-8.279998779296875
2019-11-10,2019-11-16,1.6400001525878891,-0.3599998474121094,0.879998779296875
2019-11-17,2019-11-23,2.139999389648439,1.6400001525878891,1.5
2019-11-24,2019-11-30,-2.7,2.139999389648439,-1.979998779296875
2019-12-01,2019-12-07,-1.7799995422363282,-2.7,-10.14000244140625
2019-12-08,2019-12-14,2.259999847412109,-1.7799995422363282,-5.2
2019-12-15,2019-12-21,-1.7,2.2599998474121095,-5.15999755859375
2019-12-22,2019-12-28,0.1400001525878906,-1.7,20.379998779296876
2019-12-29,2020-01-04,1.1199996948242188,0.14000015258789061,-1.05999755859375
2020-01-05,2020-01-11,-1.0199996948242187,1.1199996948242188,-5.8800048828124885
2020-01-12,2020-01-18,0.040000152587889214,-1.0199996948242187,-1.1399963378906364
2020-01-19,2020-01-25,-0.8200004577636705,0.04000015258788921,-1.3
2020-01-26,2020-02-01,-0.07999954223632955,-0.8200004577636705,-2.5
2020-02-02,2020-02-08,-0.2600006103515611,-0.07999954223632955,2.579998779296875
2020-02-09,2020-02-15,0.1,-0.2600006103515611,5.4
2020-02-16,2020-02-22,-0.539999389648439,0.1,4.84000244140625
2020-02-23,2020-02-29,0.4249992370605487,-0.539999389648439,-4.94000244140625
2020-03-01,2020-03-07,-2.424999237060547,0.42499923706054865,-6.224998474121094
2020-03-08,2020-03-14,0.21999969482421874,-2.424999237060547,-14.650001525878906
2020-03-15,2020-03-21,0.6,0.21999969482421874,-12.779998779296875
2020-03-22,2020-03-28,0.040000152587890615,0.6,0.020001220703125
2020-03-29,2020-04-04,0.6333325703938802,0.04000015258789062,-3.060003662109375
2020-04-05,2020-04-11,-1.4333330790201824,0.6333325703938802,2.0333353678385415
2020-04-12,2020-04-18,-0.040000152587890615,-1.4333330790201824,-3.2999979654947915
2020-04-19,2020-04-25,0.9333343505859376,-0.04000015258789062,0.820001220703125
2020-04-26,2020-05-02,-0.5200004577636719,0.9333343505859375,0.23332722981770834
2020-05-03,2020-05-09,-0.059999847412109376,-0.5200004577636719,-2.15999755859375
2020-05-10,2020-05-16,0.5400001525878906,-0.059999847412109376,-0.920001220703125
2020-05-17,2020-05-23,0.4749994277954102,0.5400001525878906,1.7
2020-05-24,2020-05-30,-0.5399993896484375,0.47499942779541016,1.6999969482421875
2020-05-31,2020-06-06,1.8999996185302732,-0.5399993896484375,-2.8799987792968635
2020-06-07,2020-06-13,-0.040000152587890615,1.8999996185302734,0.8000030517577983
2020-06-14,2020-06-20,-1.5799995422363282,-0.04000015258789062,-0.9000000000000113
2020-06-21,2020-06-27,0.4999996185302692,-1.5799995422363282,-0.9
2020-06-28,2020-07-04,-0.3399997711181598,0.4999996185302692,1.0199996948242187
2020-07-05,2020-07-11,0.37999954223632815,-0.3399997711181598,-0.11999969482421875
2020-07-12,2020-07-18,0.6,0.37999954223632815,3.3399963378906365
2020-07-19,2020-07-25,5.55000114440918,0.6,56.22000732421875
2020-07-26,2020-08-01,,5.55000114440918,3.25
