first_day_in_week,last_day_in_week,LEOF_main_symb_weekly_mean_diff,SKLN.TA_weekly_mean_diff_0.41_INT_GZT.TA_weekly_mean_diff_0.39_corr_0.78,SLARL.TA_weekly_mean_diff_0.46_INT_ISRS.TA_weekly_mean_diff_0.49_corr_0.81,SMT.TA_weekly_mean_diff_0.36_INT_ADGR.TA_weekly_mean_diff_0.4_corr_0.84,SMT.TA_weekly_mean_diff_0.36_INT_BLSR.TA_weekly_mean_diff_0.44_corr_0.77,SMT.TA_weekly_mean_diff_0.36_INT_GZT.TA_weekly_mean_diff_0.39_corr_0.76,SMT.TA_weekly_mean_diff_0.36_INT_NSTR.TA_weekly_mean_diff_0.44_corr_0.79,ZUR.TA_weekly_mean_diff_0.49_INT_BLSR.TA_weekly_mean_diff_0.44_corr_0.78
2020-05-10,2020-05-16,0.15999984741210938,739.2,9697.242016601564,1802.94,41790.0,5253.6,16262.279999999999,8175.9991455078125
2020-05-17,2020-05-23,0.05000019073486328,0.0,-883.9984130859375,40.939971923828125,2392.0,46.0,55.199999999999996,2329.6
2020-05-24,2020-05-30,0.21999969482421874,854.25,2751.002998352051,408.3690052032455,7665.625,2843.25,4794.5,-2670.937919616699
2020-05-31,2020-06-06,-0.19999980926513672,1102.88,7874.0,702.5761401367174,25715.2,2801.12,8139.320000000001,6442.2421875
2020-06-07,2020-06-13,0.01999969482421875,-360.9375,-398.4355926513672,723.8125,16628.125,3423.4375,7981.5,2475.6237030029297
2020-06-14,2020-06-20,-0.2599998474121093,419.84,3099.5166015625,1.092000732421875,128.4,9.839999999999998,20.88,3890.5210449218753
2020-06-21,2020-06-27,0.02000007629394105,1350.36,4212.041674804687,-40.57615478515625,21048.8,1534.28,1242.64,5278.8
2020-06-28,2020-07-04,-0.12000007629394105,126.00022888183594,4939.8390759268,254.03995639033036,37236.01017455924,-487.20106445345095,-4129.602406006185,2105.7641590877347
2020-07-05,2020-07-11,0.12000045776367045,452.39940490722654,1336.7221493520801,1090.5600750732178,17039.99627075065,1317.7585144039708,4862.079180907876,1502.9989421083394
2020-07-12,2020-07-18,-0.16000061035156107,-116.16,556.8000000000001,-57.96007690429687,9702.0,-302.4,1058.4,-67.76037597656601
2020-07-19,2020-07-25,-0.09999942779541016,-218.88,9851.201998901368,235.94405517578127,10757.6,1030.5600000000002,1970.7200000000003,-1970.638256835943
2020-07-26,2020-08-01,,-514.25,-12.625038623809814,31.175016403198242,-2821.875,-325.1875,-733.6875,413.4366989135668
