first_day_in_week,last_day_in_week,MEAT_main_symb_weekly_mean_diff,SHAN.TA_weekly_mean_diff_0.37,OPK.TA_weekly_mean_diff_-0.38
2019-10-06,2019-10-12,-4.199996948242197,4.066670735677064,-9.866658528645834
2019-10-13,2019-10-19,-5.033335367838542,3.9000040690103788,12.066650390625
2019-10-20,2019-10-26,-1.8,-1.8333333333333333,-36.5333251953125
2019-10-27,2019-11-02,-1.0399993896484374,-2.199999999999977,-26.120001220703124
2019-11-03,2019-11-09,-1.479998779296875,-8.7,2.100006103515625
2019-11-10,2019-11-16,-1.120001220703125,0.7199951171875114,-3.460003662109375
2019-11-17,2019-11-23,0.520001220703125,1.7600036621093635,9.320001220703102
2019-11-24,2019-11-30,-0.5,3.75999755859375,3.6
2019-12-01,2019-12-07,0.65999755859375,-6.639996337890625,0.9599975585937728
2019-12-08,2019-12-14,-1.4399993896484375,-1.060003662109375,-6.159997558593773
2019-12-15,2019-12-21,-2.0600006103515627,-1.45999755859375,-5.020001220703103
2019-12-22,2019-12-28,5.000000000000004,-1.9,5.979998779296875
2019-12-29,2020-01-04,-1.959997558593756,3.379998779296875,-5.8
2020-01-05,2020-01-11,-1.9,-2.479998779296875,-1.15999755859375
2020-01-12,2020-01-18,-1.44000244140625,3.320001220703125,7.05999755859375
2020-01-19,2020-01-25,14.580001831054688,3.839996337890625,11.1
2020-01-26,2020-02-01,1.4399993896484375,0.720001220703125,-17.55999755859375
2020-02-02,2020-02-08,0.1600006103515625,-1.179998779296875,9.75999755859375
2020-02-09,2020-02-15,-0.4,4.75999755859375,-2.0
2020-02-16,2020-02-22,-3.1800018310546814,1.4799987792968863,-1.1800048828125
2020-02-23,2020-02-29,8.650001525878901,-8.7,-9.859997558593738
2020-03-01,2020-03-07,-20.625,-4.324996948242202,14.449996948242173
2020-03-08,2020-03-14,-3.0399993896484374,-1.5250015258789062,0.45001220703125
2020-03-15,2020-03-21,2.3600006103515625,2.120001220703125,3.75999755859375
2020-03-22,2020-03-28,2.6199981689453127,6.379998779296875,-15.1
2020-03-29,2020-04-04,-0.6000010172526041,0.44000244140625,-14.74000244140625
2020-04-05,2020-04-11,-2.5,0.16666666666666666,12.666666666666666
2020-04-12,2020-04-18,3.620001220703125,-0.866668701171875,43.333333333333336
2020-04-19,2020-04-25,13.233332316080727,2.64000244140625,34.25999755859375
2020-04-26,2020-05-02,6.8000030517578125,7.166666666666629,4.900004069010417
2020-05-03,2020-05-09,-4.24000244140625,-1.2200012207031024,-2.0
2020-05-10,2020-05-16,5.05999755859375,1.2399963378906478,17.6
2020-05-17,2020-05-23,12.150001525878904,4.6800048828124545,17.55999755859375
2020-05-24,2020-05-30,39.12000122070312,25.34999084472659,-44.149993896484375
2020-05-31,2020-06-06,8.75,-16.6,1.94000244140625
2020-06-07,2020-06-13,-2.8,-4.024993896484375,27.599990844726562
2020-06-14,2020-06-20,-3.7800048828125,4.24000244140625,2.4
2020-06-21,2020-06-27,9.580002975463866,-7.000000000000023,1.9
2020-06-28,2020-07-04,-14.459995651245118,-3.9199985504150163,58.43999786376958
2020-07-05,2020-07-11,4.839996337890625,10.239993667602562,42.00000457763667
2020-07-12,2020-07-18,1.620001220703125,-6.840002441406273,-1.6
2020-07-19,2020-07-25,-20.5,1.1,96.0
2020-07-26,2020-08-01,,-3.099990844726591,8.25
