first_day_in_week,last_day_in_week,MNRV_main_symb_weekly_mean_diff,MTRX.TA_weekly_mean_diff_0.5,SHOM.TA_weekly_mean_diff_0.39_INT_ATRY.TA_weekly_mean_diff_0.38_corr_0.72,ZUR.TA_weekly_mean_diff_0.41_INT_CLIS.TA_weekly_mean_diff_0.45_corr_0.72,ALRPR.TA_weekly_mean_diff_0.5_INT_MRIN.TA_weekly_mean_diff_0.43_corr_0.72,SHOM.TA_weekly_mean_diff_0.39_INT_MRIN.TA_weekly_mean_diff_0.43_corr_0.72,AZRM.TA_weekly_mean_diff_0.4_INT_FIBIH.TA_weekly_mean_diff_0.46_corr_0.75
2020-01-12,2020-01-18,-105.99975585937644,106.6,-244.87177734375052,155.4,6704.721020507803,-172.2694695800544,-81.12001953125
2020-01-19,2020-01-25,170.0,3.4,-11.59203369140625,497.28000000000003,-115.91938476562692,-1.1591972167790128,-225.0
2020-01-26,2020-02-01,-670.0,-101.2,317.720458984375,88.32,3995.1994628906255,61.38088041990996,2.159912109375
2020-02-02,2020-02-08,580.0,-70.4,306.800048828125,675.84,-1041.6000000000001,257.712041015625,3132.2396972656247
2020-02-09,2020-02-15,941.99951171875,-1.0,245.15181640625002,-484.16,-666.0,-144.7438916015625,1414.319189453129
2020-02-16,2020-02-22,-555.999755859375,18.4,381.74385498046877,456.0,2921.6000000000004,339.32787109375005,138.31972656250127
2020-02-23,2020-02-29,-1602.4993896484375,-108.0,3496.56,4024.7999999999997,17038.2,793.56,2578.799316406253
2020-03-01,2020-03-07,-3685.0006103515625,-163.25,5794.462062835693,9415.625,25031.25,1137.6561641693115,5958.954963684082
2020-03-08,2020-03-14,-1423.9996337890625,-328.0,30047.688236236572,30763.99458694458,76102.625,4725.115740776062,34215.615463256836
2020-03-15,2020-03-21,1955.999755859375,127.0,97.66394531249999,-748.0558959960938,435.5359204101563,29.124778369143606,-1698.008549804685
2020-03-22,2020-03-28,244.000244140625,95.6,4090.88,542.159912109375,5425.92,541.44,2159.920141601561
2020-03-29,2020-04-04,1466.666666666667,77.4,-830.7603149414062,847.8722021484375,4173.9715502929685,-145.93043959960343,656.3360620117187
2020-04-05,2020-04-11,646.6664632161459,93.0,1759.3327162000867,3709.333333333333,-4702.222222222223,444.6665106879341,2068.8888888888887
2020-04-12,2020-04-18,458.0,2.6666666666666665,-575.0,-13.755560980902779,1425.0,-62.5,2485.0206705729165
2020-04-19,2020-04-25,210.0,86.8,507.06435302734377,58.40404541015626,615.4000000000001,178.84012451171873,303.3235400390625
2020-04-26,2020-05-02,-196.0,33.0,4187.575893825955,6112.44398328993,8229.601318359375,689.1864670138392,2885.555555555556
2020-05-03,2020-05-09,-648.0,-77.0,217.591884765625,5.9920068359375005,768.4084643554686,37.2488027831912,1991.2
2020-05-10,2020-05-16,580.0,-20.2,4367.328916015625,1616.5118310546877,3913.6972265624995,362.70258974611755,692.58
2020-05-17,2020-05-23,-432.5,128.2,615.48,-497.28,1499.3885961914066,254.19610107421877,698.6158471679687
2020-05-24,2020-05-30,-184.0,208.5,-91.96861267089844,398.21256256103516,-0.0,3.883169097825885,230.12489318847656
2020-05-31,2020-06-06,10.0,-36.8,188.3831787109375,359.5001220703125,-150.4,10.5279541015625,390.43212158203124
2020-06-07,2020-06-13,-62.0,59.5,193.04364776611328,-599.9746856689453,3792.6568031311035,-241.1605324554257,-93.26252746582031
2020-06-14,2020-06-20,-38.0,50.0,3.7440380859375004,-1385.3163720703126,1236.48,-8.064082031249999,-107.78392089843751
2020-06-21,2020-06-27,49.9998779296875,-103.0,54.48797607421876,1354.68,918.96,46.7039794921875,1292.44
2020-06-28,2020-07-04,-159.9998779296875,-2.6,581.9000579071045,53.136059951679286,253.43975830078125,-41.400004119873046,1347.072362182625
2020-07-05,2020-07-11,502.0,20.0,1997.1845328521727,444.8877149963852,81.9681992185861,50.53438067015726,2994.815423873774
2020-07-12,2020-07-18,-154.0,42.0,178.464990234375,0.26400146484376363,-19.9680078125,-8.236848925799132,927.1718115234374
2020-07-19,2020-07-25,-700.0,58.0,-13.823984375000002,-33.11997070312509,-37.96,126.143857421875,982.6883203124999
