first_day_in_week,last_day_in_week,INFR_main_symb_weekly_mean_diff,PRGO.TA_weekly_mean_diff_-0.72_INT_PMCN.TA_weekly_mean_diff_-0.64_corr_0.85,ENRG.TA_weekly_mean_diff_-0.73_INT_ICCM.TA_weekly_mean_diff_-0.69_corr_0.87,SRAC.TA_weekly_mean_diff_-0.6_INT_JBNK.TA_weekly_mean_diff_-0.75_corr_0.86,BCNV.TA_weekly_mean_diff_-0.68_INT_JBNK.TA_weekly_mean_diff_-0.75_corr_0.89,CAMT.TA_weekly_mean_diff_-0.74_INT_BCNV.TA_weekly_mean_diff_-0.68_corr_0.89,ENRG.TA_weekly_mean_diff_-0.73_INT_PZOL.TA_weekly_mean_diff_-0.68_corr_0.89,ICCM.TA_weekly_mean_diff_-0.69_INT_JBNK.TA_weekly_mean_diff_-0.75_corr_0.9,JBNK.TA_weekly_mean_diff_-0.75_INT_PZOL.TA_weekly_mean_diff_-0.68_corr_0.91,ENRG.TA_weekly_mean_diff_-0.73_INT_PLCR.TA_weekly_mean_diff_-0.71_corr_0.92,ENRG.TA_weekly_mean_diff_-0.73_INT_PRGO.TA_weekly_mean_diff_-0.72_corr_0.94
2019-08-11,2019-08-17,-29.8,-23.76002197265625,6.574216554863393,276.047841796875,-2479.3185791015626,21766.8,1550.5210693359377,-2.6371117851790102,-621.9596435546875,35.25843728028238,-382.320263671875
2019-08-18,2019-08-24,-8.0,476.9998168945321,-6.914409379931136,118.39990234375,1172.1590332031249,19562.399999999998,649.2000732421875,-0.9457778454106259,88.7999267578125,-79.20242214355605,3246.0003662109375
2019-08-25,2019-08-31,-30.0,-302.08007812499966,0.0,-70.68795410156251,-135.35991210937502,90.0,-0.0,-3.6040347692370416,4903.03681640625,-0.0,-0.0
2019-09-01,2019-09-07,18.6,-20.719995117187523,2.6419197945296764,57.776044921875,270.0402099609375,0.0,672.8408691406249,2.194609494432807,558.9204345703125,17.3880224609375,15.12001953125
2019-09-08,2019-09-14,-29.0,-1066.5603698730436,-6.714927744045854,-0.52,35.4,-17770.8,2729.640673828125,-0.03394805908203125,13.8,-31.648007812499998,-11986.682958984375
2019-09-15,2019-09-21,-12.8,115.50010681152344,-4.318054111790843,84.90617752075195,866.9367599487305,1697.5,9725.067672729492,-1.3452742536901496,3029.809913635254,32.99064254760742,-803.2504272460938
2019-09-22,2019-09-28,6.0,14.39990234375,-0.184397088624537,229.6,5360.0,23584.000000000004,571.6396972656249,-0.079998779296875,248.0,-20.83719459228212,-737.599609375
2019-09-29,2019-10-05,26.66666666666667,2502.501678466797,3.272506656649057,-68.0,4016.25,121432.5,-288.7504577636719,3.612501621246338,-318.75,-3.657523422269096,2117.5033569335938
2019-10-06,2019-10-12,15.0,-359.66679890950394,-2.311113145616319,-106.41119384765625,4535.55908203125,67022.22222222222,-1155.5565728081597,-0.872222900390625,-436.1114501953125,58.240008951785796,1802.668253580729
2019-10-13,2019-10-19,-48.93332926432291,1870.0002882215683,-0.0,307.0653279622396,1810.6587727864583,862.2222222222222,-524.4466145833334,0.0,746.6634114583334,-17.306734280039848,-557.2245279947916
2019-10-20,2019-10-26,-34.3,-5.7776896158862385,-1.5733277045397294,-0.35546875,8.331298828125,-14500.0,3382.663167317708,0.006665022112429142,-14.329833984375,42.479988064203,-681.7770724826389
2019-10-27,2019-11-02,19.64000244140625,-342.7199584960935,-3.3120019531250002,-382.0441967773437,1640.0408447265625,-2906.4,993.6005859375,3.792001953125,-1137.6005859375,-3.974392236322165,-140.7600830078125
2019-11-03,2019-11-09,6.35999755859375,380.15903320312503,1.8943985839840156,106.57184326171875,-507.9592529296875,14504.4,-419.8395996093787,1.2283984466548987,-272.23959960937503,-5.017604589834825,-506.879516601567
2019-11-10,2019-11-16,-38.4,340.08079833984124,-0.36879417724908803,-3.4759228515625002,69.958447265625,-4070.4,1641.159130859379,-0.008799670413136796,39.159130859375004,39.46156784668585,2009.95893554688
2019-11-17,2019-11-23,26.4199951171875,2.8000000000000003,-3.343995971679688,-9.99607177734375,-13.60009765625,-792.0,88.0,0.129200772093609,-3.4000244140625,-17.6,246.40000000000003
2019-11-24,2019-11-30,-28.95999755859375,271.04056396484197,-3.04,-600.696474609375,-74.16005859375,542.4000000000001,-805.5999999999999,2.472001953125,655.080517578125,48.944018554687496,1170.3999999999999
2019-12-01,2019-12-07,0.0,-7.560021972656455,-1.3604002166725608,14.760009765625,-4354.202880859375,18408.0,121.72016601562422,2.8043984771706167,-250.920166015625,8.305615698248134,-64.44008789062458
2019-12-08,2019-12-14,-34.4,-649.7596801757783,-1.9600000000000002,-263.16,1951.6,14924.0,-2822.4,-1.36,-1958.3999999999999,-2.1560119628905134,1283.8000000000002
2019-12-15,2019-12-21,-14.45999755859375,126.96016845703099,-0.012000274658203124,-23.5559619140625,235.559619140625,904.8,54.0,0.060401284787803884,-271.799560546875,1.4400000000000033,27.599999999999998
2019-12-22,2019-12-28,9.219995117187512,-208.68009033203083,28.149606970213302,87.02407226562501,-1775.761474609375,-1872.4,1648.400634765622,13.053609045408665,764.400634765625,-8.115195385739264,-938.3203613281233
2019-12-29,2020-01-04,-7.8399963378906365,-682.879785156252,17.47199523925781,-666.6086669921875,780.80078125,-352.0,1123.2,-8.198405969236045,-527.04052734375,53.45599365234387,-1830.4
2020-01-05,2020-01-11,-17.920001220703124,235.56009521484464,-9.627979736328127,1385.32884765625,95.76005859374999,307.20000000000005,-3253.6000000000004,-4.6283930908143525,-1564.08095703125,-42.49595947265663,-1294.8000000000002
2020-01-12,2020-01-18,-4.7,1325.1208007812575,12.979986572265624,-92.82000000000001,-96.2,-5120.8,-4202.0,1.5339984130859374,-496.6,-5.72001342773425,7216.0
2020-01-19,2020-01-25,15.95999755859376,-12.639990234375091,-0.8960012817382812,-56.58783935546875,-15.4799560546875,-1285.2,56.0,0.5503992248512805,-34.39990234375,-4.228001708984359,-5.6
2020-01-26,2020-02-01,-9.119995117187509,209.52026367187315,-1.8199999999999998,-47.74,224.0,34368.0,-1237.6,0.9099999999999999,618.8,-7.812002563476546,-151.2
2020-02-02,2020-02-08,-2.660003662109375,17.6,-0.3600006103515625,-546.0595825195313,-1954.3185058593751,897.6,-384.0,-1.7244016052223743,-1839.3585937500002,4.6,-88.0
2020-02-09,2020-02-15,-7.45999755859375,112.39996337890636,-6.4,-54.2719482421875,-445.4395751953125,4906.8,-3430.4,-2.55999755859375,-1372.15869140625,5.632011718749964,-128.0
2020-02-16,2020-02-22,-9.620001220703122,95.5999755859375,-0.15200347900389544,-101.82443359375,-602.0025634765625,3710.0,1938.0,0.06880186768248188,-877.2037353515625,-0.07600463867185339,76.0
2020-02-23,2020-02-29,112.0,1424.7996826171875,15.600000000000037,1311.8,2338.0,38142.8,11882.0,8.40000000000002,6398.0,-7.280007934570312,6760.0
2020-03-01,2020-03-07,-23.375,2512.1255874633734,3.65625,722.2742080688477,4404.620170593262,12264.375,5386.875,3.131246566772461,4613.369941711426,77.02501487731934,-3753.75
2020-03-08,2020-03-14,-19.4199951171875,8801.751232147206,222.2999782562256,23661.829330444336,49524.7590637207,105435.0,99037.5,130.06501108169323,57945.6356048584,330.5999565124512,46027.5
2020-03-15,2020-03-21,-19.04000244140625,-1308.7203247070297,-28.615997009277347,2613.328342285156,671.0400878906249,3585.6,-19913.600000000002,27.21440072021447,18938.24248046875,-33.32,5213.6
2020-03-22,2020-03-28,3.179998779296875,-185.60000000000002,-0.8799995422363281,1707.18,4551.0,43460.0,-640.0,9.767994918823241,7104.0,-9.5,58.0
2020-03-29,2020-04-04,8.466664632161459,-1195.2,-0.7200000000000001,3419.362939453125,1226.8810546875,-777.6,-120.0,20.448017578125,3408.0029296875,-2.4160009765625,132.8
2020-04-05,2020-04-11,11.5,236.00240071613464,81.20003933376726,-634.5771213107639,9597.323404947916,141113.33333333334,39182.22222222222,16.519990912535103,7971.547309027777,112.1330973307299,22813.333333333332
2020-04-12,2020-04-18,16.9,-824.0013970269032,-46.233339521619946,-450.49964057074646,-3093.9975314670137,15773.333333333332,-26442.222222222223,-9.68999356587623,-5541.995578342014,34.06676567925255,8354.444444444443
2020-04-19,2020-04-25,-8.4666748046875,-10.800048828124773,-58.02799728393555,113.5520458984375,652.320263671875,864.0,-1851.2,39.38081407470629,1256.3205078125,24.208065185546673,356.0
2020-04-26,2020-05-02,49.1800048828125,-689.4444444444445,11.11111111111111,-656.3674926757812,-1821.446736653646,51263.333333333336,18555.555555555555,-1.0777791341145833,-1799.891153971354,228.88895670572919,8111.111111111112
2020-05-03,2020-05-09,-21.04000244140625,-1.7599731445315001,1.4400000000000002,21.7,-392.0,-16576.0,-5083.2,-0.13999999999999999,494.2,12.8159912109375,316.8
2020-05-10,2020-05-16,-20.8,97.91997070312527,-4.6719995117187505,704.46,3044.4,-4231.2,-3136.0,8.613999099731446,5782.0,-2.2399999999999998,-153.60000000000002
2020-05-17,2020-05-23,14.225006103515625,780.43973388672,44.96799530029297,39.6,-528.0,-12729.599999999999,8131.2,8.029999160766602,1452.0,187.26396240234374,6714.400000000001
2020-05-24,2020-05-30,3.600006103515625,-41.62496566772461,1.3749980926513672,-222.4251251220703,-230.56262969970703,-796.875,943.75,2.9837475395179354,2047.9386520385742,4.937496185302734,112.5
2020-05-31,2020-06-06,-15.975006103515625,-26.87998046875,-2.7600070190429684,30.956069335937496,165.68037109374998,1596.0,2189.6,-0.654003128055483,518.841162109375,-3.4959887695312495,147.2
2020-06-14,2020-06-20,-19.3199951171875,56.800000000000004,1.84800201416015,-31.427973632812503,954.4791992187501,-4657.599999999999,-668.8000000000001,2.444400613401077,-884.6392578125,-48.0480053710937,-624.8000000000001
2020-06-21,2020-06-27,15.9199951171875,40.479919433594,8.447991943359401,-38.0157421875,-295.91799316406247,6302.0,8166.400000000001,-0.5183959899935886,-501.11660156249997,82.01595703125,774.4000000000001
2020-06-28,2020-07-04,496.4,155649.37748991014,3118.895308566182,133053.0960073427,690669.8462423228,3799403.012947311,1473454.3149081802,1751.5020688007312,827459.0922487449,16463.90166494189,986833.0974045563
2020-07-05,2020-07-11,-123.2,162019.69605577466,2962.130906296895,120107.16287539998,566001.6840165615,3637862.0410555266,1340152.8269272996,1533.0361192973141,693589.4307339668,15420.655407522307,980430.6334004975
2020-07-12,2020-07-18,-66.2,-248.6402709960925,-1.04,21.38398681640625,1766.1589111328124,11417.6,8320.0,-0.395999755859375,3167.998046875,-8.9440380859375,2308.8
2020-07-19,2020-07-25,-99.5,-62.160180664061656,3.039999389648443,-11.264062500000001,227.041259765625,28792.8,-92.0,1.337607153318825,-40.480224609375,1.04000244140625,-296.0
