first_day_in_week,last_day_in_week,INCR_main_symb_weekly_mean_diff,FNTS.TA_weekly_mean_diff_-0.37,JBNK.TA_weekly_mean_diff_-0.37,JBNK.TA_weekly_mean_diff_-0.37_INT_FNTS.TA_weekly_mean_diff_-0.37_corr_0.79,BCNV.TA_weekly_mean_diff_-0.36_INT_JBNK.TA_weekly_mean_diff_-0.37_corr_0.89
2019-08-18,2019-08-24,15.04000244140625,0.4400024414062386,2.95999755859375,1.302406152337756,1172.1590332031249
2019-08-25,2019-08-31,13.95999755859375,-2.380001831054682,-7.5199951171875,17.89760214842852,-135.35991210937502
2019-09-01,2019-09-07,-21.1800048828125,1.3399993896484432,3.14000244140625,4.207601354978997,270.0402099609375
2019-09-08,2019-09-14,-3.149993896484375,-4.339999389648443,-0.1,0.43399993896484435,35.4
2019-09-15,2019-09-21,-12.3,4.525001525878906,3.5749969482421875,16.17686664580833,866.9367599487305
2019-09-22,2019-09-28,-15.5,-2.180001831054682,4.0,-8.720007324218727,5360.0
2019-09-29,2019-10-05,-10.633331298828123,9.75,-4.25,-41.4375,4016.25
2019-10-06,2019-10-12,-7.866668701171875,-5.399998982747405,5.23333740234375,-28.2600166490302,4535.55908203125
2019-10-13,2019-10-19,2.366668701171875,-0.633331298828125,2.79998779296875,-1.7733199056237936,1810.6587727864583
2019-10-20,2019-10-26,6.220001220703125,-4.96666971842447,-0.0333251953125,0.16551523841917484,8.331298828125
2019-10-27,2019-11-02,4.7,1.7200012207031192,-4.74000244140625,-8.152809985354516,1640.0408447265625
2019-11-03,2019-11-09,-11.380004882812491,-3.4799987792968805,1.65999755859375,-5.776789477542052,-507.9592529296875
2019-11-10,2019-11-16,1.5800048828124886,3.839999389648443,-0.2199951171875,-0.8447811157256377,69.958447265625
2019-11-17,2019-11-23,-3.34000244140625,2.7600006103515566,-0.34000244140625,-0.9384069458022695,-13.60009765625
2019-11-24,2019-11-30,-3.9,-0.9200012207031193,-6.1800048828125,5.685612036138737,-74.16005859375
2019-12-01,2019-12-07,-4.040002441406239,-3.7600006103515624,7.3800048828125,-27.74882286377251,-4354.202880859375
2019-12-08,2019-12-14,-2.559997558593761,-4.160000610351557,3.4,-14.144002075195294,1951.6
2019-12-15,2019-12-21,-3.579998779296875,-0.4399993896484432,3.0199951171875,-1.3287960083037786,235.559619140625
2019-12-22,2019-12-28,21.779998779296875,1.2600006103515624,5.8800048828125,7.4088097412139176,-1775.761474609375
2019-12-29,2020-01-04,-9.120001220703122,3.9,-4.8800048828125,-19.03201904296875,780.80078125
2020-01-05,2020-01-11,-4.479998779296875,1.6,7.9800048828125,12.7680078125,95.76005859374999
2020-01-12,2020-01-18,-1.940002441406239,-3.879998779296881,1.3,-5.043998413085945,-96.2
2020-01-19,2020-01-25,-1.1,-0.4400024414062386,0.85999755859375,-0.37840102538465475,-15.4799560546875
2020-01-26,2020-02-01,-2.2599975585937613,-0.019998168945318185,-0.7,0.013998718261722729,224.0
2020-02-02,2020-02-08,-1.020001220703125,-3.3600006103515625,-9.57999267578125,32.1887812377885,-1954.3185058593751
2020-02-09,2020-02-15,2.260003662109375,-3.720001220703125,2.55999755859375,-9.52319404296577,-445.4395751953125
2020-02-16,2020-02-22,-10.020001220703127,6.220001220703125,-1.72000732421875,-10.69844765625894,-602.0025634765625
2020-02-23,2020-02-29,6.949996948242188,-1.0799987792968806,-7.0,7.559991455078164,2338.0
2020-03-01,2020-03-07,-36.79999923706055,-5.450000762939446,-8.349990844726562,45.50745647429716,4404.620170593262
2020-03-08,2020-03-14,0.520001220703125,-3.700000762939453,-33.350006103515625,123.39504802704323,49524.7590637207
2020-03-15,2020-03-21,15.599996948242188,-2.420001220703125,-18.64000244140625,45.10882866211236,671.0400878906249
2020-03-22,2020-03-28,32.04000244140625,-0.05999755859375,11.1,-0.665972900390625,4551.0
2020-03-29,2020-04-04,3.4000040690104165,10.799999999999994,11.360009765625,122.68810546874992,1226.8810546875
2020-04-05,2020-04-11,-20.600006103515625,2.766662597656269,7.866658528645833,21.764389919738125,9597.323404947916
2020-04-12,2020-04-18,12.379998779296887,-5.399998982747405,5.099995930989583,-27.539972839359656,-3093.9975314670137
2020-04-19,2020-04-25,-7.333333333333332,1.1399993896484433,12.0800048828125,13.771198193356463,652.320263671875
2020-04-26,2020-05-02,-4.859997558593762,0.16666666666666666,-3.23333740234375,-0.5388895670572916,-1821.446736653646
2020-05-03,2020-05-09,2.4,-4.859997558593756,0.7,-3.4019982910156292,-392.0
2020-05-10,2020-05-16,-1.520001220703125,0.1399993896484375,-5.9,-0.8259963989257812,3044.4
2020-05-17,2020-05-23,4.1750030517578125,-4.320001220703125,5.5,-23.760006713867185,-528.0
2020-05-24,2020-05-30,-5.54000244140625,0.4249992370605469,-5.4250030517578125,-2.305622158048209,-230.56262969970703
2020-05-31,2020-06-06,7.099998474121107,5.560000610351563,2.1800048828125,12.120828479006885,165.68037109374998
2020-06-07,2020-06-13,-5.679998779296887,-1.5249977111816406,6.6999969482421875,-10.217480010993313,-1926.249122619629
2020-06-14,2020-06-20,-1.5200012207031135,0.95999755859375,-5.8199951171875,-5.587181103527546,954.4791992187501
2020-06-21,2020-06-27,-79.35199756622315,-0.579998779296875,1.07999267578125,-0.6263944336026906,-295.91799316406247
2020-06-28,2020-07-04,73.01200122833252,-33.65680000782013,-151.43279752731323,5096.7433810015,690669.8462423228
2020-07-05,2020-07-11,-3.660003662109375,32.45680000782013,135.83279752731323,4408.69794384673,566001.6840165615
2020-07-12,2020-07-18,-0.85999755859375,0.1,3.95999755859375,0.395999755859375,1766.1589111328124
2020-07-19,2020-07-25,-3.0999984741210938,7.260000610351563,0.8800048828125,6.388835986331106,227.041259765625
