first_day_in_week,last_day_in_week,EMITF_main_symb_weekly_mean_diff,GLPL.TA_weekly_mean_diff_0.4,SLGN.TA_weekly_mean_diff_0.4,SPEN.TA_weekly_mean_diff_0.4,CDEV.TA_weekly_mean_diff_0.42,ASPR.TA_weekly_mean_diff_0.43,HOD.TA_weekly_mean_diff_0.43
2020-01-19,2020-01-25,-7.940002441406227,-0.67999267578125,-12.4,65.4,-142.0,4.0,13.800010681152344
2020-01-26,2020-02-01,10.659997558593775,-5.82000732421875,13.2,-26.4,-55.4,-21.0,8.199996948242188
2020-02-02,2020-02-08,-4.439996337890649,10.32000732421875,-3.2,51.0,-150.6,-5.0,-29.600009918212937
2020-02-09,2020-02-15,2.299993896484375,-5.860009765625,12.0,-18.2,58.0,26.2,9.200000762939363
2020-02-16,2020-02-22,-11.0199951171875,0.04000244140625,0.4,-6.2,18.8,13.0,-8.600006103515488
2020-02-23,2020-02-29,-4.474998474121094,-9.25999755859375,-34.6,-29.6,-120.0,-37.2,-25.400009155273438
2020-03-01,2020-03-07,-6.650001525878906,-11.350006103515625,-37.0,-21.75,-47.0,-26.0,-22.999978065490723
2020-03-08,2020-03-14,-23.44000244140625,-43.274993896484375,-131.5749969482422,-121.75,-404.0,-89.0,-82.50000476837158
2020-03-15,2020-03-21,14.320001220703125,-6.979998779296875,-1.6800048828125,3.8,-5.0,13.0,-11.35999679565432
2020-03-22,2020-03-28,1.960003662109375,16.279998779296875,21.54000244140625,47.4,129.8,-39.6,2.1799850463867188
2020-03-29,2020-04-04,13.5,12.540002441406227,13.8,38.6,207.0,17.4,22.580013275146463
2020-04-05,2020-04-11,16.799997965494793,21.900004069010453,55.666666666666664,58.666666666666664,188.33333333333334,48.666666666666664,34.333324432373125
2020-04-12,2020-04-18,-11.14000244140625,6.29998779296875,12.333333333333334,-72.0,95.66666666666667,-20.0,5.3333282470703125
2020-04-19,2020-04-25,-5.533335367838521,9.14000244140625,-8.2,-6.0,46.4,-27.6,21.60000228881836
2020-04-26,2020-05-02,1.2400024414062387,-4.400004069010417,50.333333333333336,64.66666666666667,-17.666666666666668,48.333333333333336,-10.666666666666666
2020-05-03,2020-05-09,-0.179998779296875,-6.25999755859375,35.6,-11.8,-133.2,-1.2,0.6
2020-05-10,2020-05-16,1.2399963378906365,-4.0,-14.8,-4.6,-13.0,-51.0,-21.8
2020-05-17,2020-05-23,-7.125,6.5800048828125,23.2,-17.8,75.0,21.6,5.2
2020-05-24,2020-05-30,2.9400024414062385,-13.100006103515625,18.75,-4.5,-74.75,-20.0,5.5
2020-05-31,2020-06-06,-4.150001525878906,0.3800048828125,-1.0,-12.2,32.6,11.2,15.8
2020-06-07,2020-06-13,-4.75999755859375,-1.975006103515625,-41.0,28.75,-46.0,-13.5,-18.75
2020-06-14,2020-06-20,-6.079998779296875,0.5199951171875,-6.902001953125,-0.4,-30.6,-33.8,-5.8
2020-06-21,2020-06-27,-3.340000724792492,4.660009765625,1.9820068359375,-20.4,-71.0,-36.4,4.2
2020-06-28,2020-07-04,-3.259999275207508,-6.660006713867165,8.919997406005859,-16.60001373291025,-37.00002136230451,13.200004577636673,-10.600009155273437
2020-07-05,2020-07-11,7.25999755859375,-1.4799957275390851,-15.800002288818359,7.600013732910247,-81.5999786376955,-7.000004577636673,-7.399990844726562
2020-07-12,2020-07-18,2.4,0.27999267578125,-4.8,12.4,117.8,11.0,-0.8
2020-07-19,2020-07-25,14.625,-0.25999755859375,16.799991607666016,60.4,161.8,-0.6,-2.4
